,Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,RolePlaying,Shooter,Simulation,Sports,Strategy
11644,11645,The Idolm@ster,X360,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA
11645,11646,Infernal: Hell's Vengeance,X360,Playlogic Game Factory,0.06,0.01,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA
11646,11647,Guilty Gear XX Slash,PS2,Sammy Corporation,0,0,0.08,0,0.08,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
11647,11648,Salon Superstar,DS,505 Games,0.07,0,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA
11648,11649,Urban Reign,PS2,Namco Bandai Games,0.04,0.03,0,0.01,0.08,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11649,11650,Super Robot Taisen Z Special Disc,PS2,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11650,11651,Slayers Royal 2,SAT,Kadokawa Shoten,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA
11651,11652,Family Game Night 4: The Game Show,X360,Electronic Arts,0.07,0,0,0.01,0.08,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA
11652,11653,Resident Evil 3: Nemesis,GC,Capcom,0.06,0.02,0,0,0.08,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11653,11654,All-Star Baseball 2004,GC,Acclaim Entertainment,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA
11654,11655,Madden NFL 08,GC,Electronic Arts,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
11655,11656,Ro-Kyu-Bu!,PSP,Kadokawa Shoten,0,0,0.08,0,0.08,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11656,11657,Frogger Beyond,XB,Konami Digital Entertainment,0.06,0.02,0,0,0.08,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA
11657,11658,Man vs. Wild,Wii,Crave Entertainment,0.07,0,0,0,0.08,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11658,11659,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,Takara Tomy,0,0,0.08,0,0.08,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
11659,11660,Stuart Little 3: Big Photo Adventure,PS2,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA
11660,11661,"Ni Hao, Kai-lan: Super Game Day",PS2,Take-Two Interactive,0.04,0.03,0,0.01,0.08,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11661,11662,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,Takara Tomy,0,0,0.08,0,0.08,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
11662,11663,Pro Yakyuu Famista DS 2010,DS,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA
11663,11664,Captain Tsubasa,PS2,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA
11664,11665,Pitfall: The Lost Expedition,GC,Activision,0.06,0.02,0,0,0.08,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA
11665,11666,Need for Speed Underground 2,PC,Electronic Arts,0,0.06,0,0.01,0.08,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA
11666,11667,No One Can Stop Mr. Domino!,PS,JVC,0.04,0.03,0,0,0.08,NA,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA
11667,11668,Legend of the Guardians: The Owls of Ga'Hoole,X360,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11668,11669,GT Advance 3: Pro Concept Racing,GBA,THQ,0.05,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
11669,11670,PQ: Practical Intelligence Quotient,PSP,D3Publisher,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA
11670,11671,Duke Nukem: Land of the Babes,PS,Atari,0.04,0.03,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA
11671,11672,Majin Tensei,SNES,Atlus,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,1994,NA,NA,NA,NA
11672,11673,Dragon Force II: Kamisarishi Daichi ni,SAT,Sega,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998
11673,11674,Pac-Man World 3,PSP,Namco Bandai Games,0.07,0,0,0.01,0.08,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA
11674,11675,Monkey Hero,PS,Take-Two Interactive,0.04,0.03,0,0,0.08,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11675,11676,Tokyo Beat Down,DS,Success,0.07,0,0,0.01,0.08,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11676,11677,Krazy Ivan,PS,Psygnosis,0.04,0.03,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA,NA
11677,11678,Need for Speed: Most Wanted,PC,Electronic Arts,0,0.06,0,0.02,0.08,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA
11678,11679,Quo Vadis,SAT,Glams,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995
11679,11680,The Lord of the Rings: The Battle for Middle-Earth,PC,Electronic Arts,0.01,0.06,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
11680,11681,The Legend of Kage 2,DS,Square Enix,0.07,0,0,0,0.08,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11681,11682,Fate/Tiger Colosseum,PSP,Capcom,0,0,0.08,0,0.08,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
11682,11683,World Party Games,Wii,505 Games,0.07,0,0,0.01,0.08,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11683,11684,Samurai Warriors Chronicles 3,3DS,Tecmo Koei,0,0,0.08,0,0.08,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11684,11685,Open Season,PSP,Ubisoft,0.07,0,0,0.01,0.08,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
11685,11686,Animal Kingdom: Wildlife Expedition,Wii,Natsume,0.07,0,0,0.01,0.08,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11686,11687,Brothers in Arms: Furious 4,PS3,Ubisoft,0.01,0.05,0,0.02,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA
11687,11688,Rogue Trooper: Quartz Zone Massacre,Wii,Reef Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA
11688,11689,Dragon Ball Z: The Legacy of Goku I & II,GBA,Atari,0.05,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA
11689,11690,R: Racing Evolution,GC,Namco Bandai Games,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA
11690,11691,Crayola: Colorful Journey,Wii,Crave Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11691,11692,Storybook Workshop,Wii,Konami Digital Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11692,11693,World Tour Soccer 06,PSP,Sony Computer Entertainment,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA
11693,11694,Stella Deus: The Gate of Eternity,PS2,505 Games,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
11694,11695,Vietcong: Purple Haze,XB,Gathering of Developers,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA
11695,11696,Conflict: Desert Storm,GC,SCi,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA
11696,11697,One Piece: Gear Spirit,DS,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
11697,11698,Tales of Fandom Vol.2,PS2,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
11698,11699,Titanic Mystery,DS,PlayV,0.05,0.02,0,0.01,0.08,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA
11699,11700,Minna no Joushiki Ryoku TV,Wii,Nintendo,0,0,0.08,0,0.08,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
11700,11701,P.T.O. IV: Pacific Theater of Operations,PS2,Tecmo Koei,0.04,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002
11701,11702,WipEout HD Fury,PS3,Sony Computer Entertainment,0,0.06,0,0.02,0.08,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA
11702,11703,Genkai Totsuki Moero Chronicle,PSV,Compile Heart,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
11703,11704,Metal Gear Solid V: The Phantom Pain,PC,Konami Digital Entertainment,0,0.07,0,0,0.08,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11704,11705,Tears to Tiara: Garland of the Earth,PS3,Aqua Plus,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
11705,11706,Madden NFL 17,PS3,Electronic Arts,0.05,0.01,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA
11706,11707,Mind Quiz: Your Brain Coach,DS,Ubisoft,0,0,0.08,0,0.08,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
11707,11708,WRC 2: FIA World Rally Championship,X360,Ubisoft,0,0.06,0,0.01,0.08,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA
11708,11709,The Hustle: Detroit Streets,PSP,Deep Silver,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA
11709,11710,Codename: Kids Next Door: Operation S.O.D.A.,GBA,Global Star,0.05,0.02,0,0,0.08,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA
11710,11711,Far Cry Instincts Evolution,XB,Ubisoft,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA
11711,11712,Pinball Hall of Fame: The Gottlieb Collection,XB,Crave Entertainment,0.06,0.02,0,0,0.08,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA
11712,11713,Conception: Please Give Birth to My Child!,PSP,Spike,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
11713,11714,WRC 5: FIA World Rally Championship,PSV,Bigben Interactive,0,0.06,0,0.02,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA
11714,11715,Winter Sports 2011,Wii,DTP Entertainment,0,0.06,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
11715,11716,Medal of Honor: Underground,GBA,Zoo Digital Publishing,0.05,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA
11716,11717,Baroque,Wii,Rising Star Games,0.07,0,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
11717,11718,Super Football,2600,Atari,0.07,0,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,NA
11718,11719,The Idolmaster: Gravure For You! Vol. 3,PS3,Namco Bandai Games,0,0,0.08,0,0.08,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA
11719,11720,Learn Geography,DS,DreamCatcher Interactive,0.07,0,0,0.01,0.08,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11720,11721,Divinity II: Ego Draconis,PC,DTP Entertainment,0.01,0.05,0,0.01,0.08,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
11721,11722,Disaster: Day of Crisis,Wii,Nintendo,0,0.03,0.04,0,0.08,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11722,11723,Scooby-Doo! Unmasked,XB,THQ,0.06,0.02,0,0,0.08,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA
11723,11724,Shovel Knight,PS4,Yacht Club Games,0.03,0.03,0,0.01,0.08,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA
11724,11725,SCORE International Baja 1000: The Official Game,PS3,Activision,0.07,0,0,0.01,0.08,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA
11725,11726,Driven,GC,BAM! Entertainment,0.06,0.02,0,0,0.08,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
11726,11727,Dynasty Warriors 3,XB,THQ,0.06,0.02,0,0,0.08,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11727,11728,My Fun Facts Coach,DS,Ubisoft,0.07,0,0,0.01,0.08,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
11728,11729,Superman Returns,DS,Electronic Arts,0.07,0,0,0.01,0.08,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11729,11730,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,Konami Digital Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
11730,11731,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,Alchemist,0,0,0.08,0,0.08,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11731,11732,Kung Fu Panda: Legendary Warriors,Wii,Activision,0.07,0,0,0,0.08,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11732,11733,MTV Music Generator 3: This Is the Remix,XB,Codemasters,0.06,0.02,0,0,0.08,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA
11733,11734,Fairy Tail: Portable Guild 2,PSP,Konami Digital Entertainment,0,0,0.08,0,0.08,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
11734,11735,Yoru no Nai Kuni,PS4,Tecmo Koei,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA
11735,11736,Backyard NBA Basketball,DS,Atari,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA
11736,11737,Wizardry: Llylgamyn Saga,PS,Locus,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA
11737,11738,Party Pigs: Farmyard Games,Wii,Data Design Interactive,0.07,0,0,0,0.07,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
11738,11739,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
11739,11740,Gale Racer,SAT,Sega,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,1994,NA,NA,NA,NA,NA
11740,11741,In The Groove,PS2,RedOctane,0.04,0.03,0,0.01,0.07,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA
11741,11742,Myst,PS,Psygnosis,0,0,0.07,0,0.07,NA,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11742,11743,Beat City,DS,THQ,0.07,0,0,0.01,0.07,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
11743,11744,Mega Man Legacy Collection,PS4,Capcom,0.06,0,0,0.01,0.07,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA
11744,11745,AKB1/149: Love Election,PSV,Namco Bandai Games,0,0,0.07,0,0.07,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11745,11746,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,Takara Tomy,0,0,0.07,0,0.07,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
11746,11747,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,Sony Computer Entertainment,0,0,0.07,0,0.07,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11747,11748,Torchlight,PC,JoWood Productions,0,0.06,0,0.02,0.07,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
11748,11749,Winter Sports 2: The Next Challenge,X360,RTL,0.06,0.01,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA
11749,11750,Magic Pengel: The Quest for Color,PS2,Taito,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA
11750,11751,Super Baseball,2600,Atari,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,NA
11751,11752,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,Konami Digital Entertainment,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
11752,11753,Formula One World Championship: Beyond the Limit,SCD,Sega,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,1994,NA,NA,NA,NA,NA
11753,11754,Hakuouki DS,DS,Idea Factory,0,0,0.07,0,0.07,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11754,11755,Buster Bros. Collection,PS,Capcom,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,1997,NA,NA,NA,NA,NA,NA
11755,11756,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,Sega,0,0,0.07,0,0.07,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
11756,11757,Mega Man Battle Network: Operation Shooting Star,DS,Capcom,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA
11757,11758,Futurama,PS2,SCi,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA
11758,11759,Medabots 8,3DS,Rocket Company,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
11759,11760,The History Channel: Battle for the Pacific,PS3,Activision,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA
11760,11761,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,Nintendo,0,0,0.07,0,0.07,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA
11761,11762,Rayman 3: Hoodlum Havoc,XB,Ubisoft,0.06,0.02,0,0,0.07,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA
11762,11763,Again,DS,Ackkstudios,0.07,0,0,0,0.07,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11763,11764,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,Hudson Soft,0,0,0.07,0,0.07,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
11764,11765,Zumba Fitness Core,Wii,505 Games,0,0.07,0,0.01,0.07,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA
11765,11766,Yoru no Nai Kuni,PSV,Tecmo Koei,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA
11766,11767,Generator Rex: Agent of Providence,PS3,Activision,0.05,0.01,0,0.01,0.07,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11767,11768,Jimmie Johnson's Anything With an Engine,PS3,Konami Digital Entertainment,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA
11768,11769,Super Ghouls 'n Ghosts,GBA,Capcom,0.05,0.02,0,0,0.07,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA
11769,11770,Boxing,PS,Midas Interactive Entertainment,0.04,0.03,0,0,0.07,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
11770,11771,NHL Open Ice,PS,Midway Games,0.04,0.03,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
11771,11772,Jewel Link Chronicles: Legend of Athena,DS,GSP,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA
11772,11773,Gundam Battle Tactics,PSP,Namco Bandai Games,0,0,0.07,0,0.07,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11773,11774,Touch Detective: Nameko Shigeru,3DS,Success,0,0,0.07,0,0.07,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11774,11775,Aikatsu! My No.1 Stage!,3DS,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA
11775,11776,Sky Gunner,PS2,Sony Computer Entertainment,0.04,0.03,0,0.01,0.07,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11776,11777,Santa Claus Is Comin' to Town!,DS,Crave Entertainment,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA
11777,11778,And1 Streetball,XB,Ubisoft,0.06,0.02,0,0,0.07,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11778,11779,Gladius,GC,Activision,0.06,0.01,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
11779,11780,Adventure Time: Finn & Jake Investigations,3DS,Little Orbit,0.02,0.05,0,0.01,0.07,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11780,11781,Kenka Banchou 6: Soul & Blood,3DS,Screenlife,0,0,0.07,0,0.07,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA
11781,11782,Jewel Time Deluxe,DS,O-Games,0.04,0.03,0,0.01,0.07,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA
11782,11783,Picture Perfect Hair Salon,DS,505 Games,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA
11783,11784,Warriors Orochi 3,PSV,Tecmo Koei,0,0,0.07,0,0.07,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11784,11785,PhotoKano,PSV,Kadokawa Shoten,0,0,0.07,0,0.07,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11785,11786,Real Sound: Kaze no Riguretto,SAT,Warp,0,0,0.07,0,0.07,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11786,11787,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,Sega,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA
11787,11788,Summon Night 4,PSP,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
11788,11789,Record of Agarest War,PS3,Ghostlight,0,0.03,0.03,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
11789,11790,Overlord: Minions,DS,Codemasters,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA
11790,11791,The Rub Rabbits!,DS,Sega,0.03,0,0.04,0,0.07,NA,NA,NA,NA,NA,2005,NA,NA,NA,NA,NA,NA
11791,11792,Margot's Word Brain,DS,Zoo Games,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA
11792,11793,Saint Seiya: Brave Soldiers,PS3,Namco Bandai Games,0,0.01,0.06,0,0.07,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA
11793,11794,The Sims 3: Barnacle Bay,PC,Electronic Arts,0.07,0,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA
11794,11795,Winx Club,GBA,Konami Digital Entertainment,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,NA,NA
11795,11796,Classic Road,PS,Victor Interactive,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,NA
11796,11797,Hero Bank,3DS,Sega,0,0,0.07,0,0.07,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
11797,11798,The Idolm@ster: Live for You!,X360,Namco Bandai Games,0,0,0.07,0,0.07,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
11798,11799,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,Konami Digital Entertainment,0,0,0.07,0,0.07,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11799,11800,Smashing Drive,GC,Unknown,0.06,0.01,0,0,0.07,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
11800,11801,Mega Man Xtreme,GB,Capcom,0,0,0.07,0,0.07,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
11801,11802,ZhuZhu Pets: Quest for Zhu,DS,Activision,0.07,0,0,0.01,0.07,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA
11802,11803,SimCity 4: Deluxe Edition,PC,Electronic Arts,0,0.06,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA
11803,11804,Bomberman Max 2: Red Advance,GBA,Vivendi Games,0.05,0.02,0,0,0.07,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA
11804,11805,Resident Evil Zero,XOne,Capcom,0.05,0.02,0,0.01,0.07,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11805,11806,Tropico 5,X360,Kalypso Media,0.03,0.04,0,0.01,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA
11806,11807,CSI: Dark Motives,DS,Ubisoft,0.05,0.01,0,0.01,0.07,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11807,11808,Speed Zone,Wii,Bethesda Softworks,0.01,0.05,0,0.01,0.07,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA
11808,11809,Tomb Raider: Legend,DS,Eidos Interactive,0.04,0.02,0,0.01,0.07,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11809,11810,Godai: Elemental Force,PS2,3DO,0.04,0.03,0,0.01,0.07,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
